Area,Item,Year,Rainfall,Pesticides,Temperature,Rainfall_Category,Temperature_Band,Pesticide_Category,Rainfall_Temp_Index,Pesticide_Efficiency,Log_Pesticides
Italy,Sweet potatoes,2009,832.0,74172.0,8.11,Low,Cold,Very High,6747.5199999999995,2.3865287907998867,11.214155481532952
Germany,Maize,1999,700.0,30019.0,10.58,Low,Cool,High,7406.0,2.926382411725516,10.309619105187453
Cameroon,Yams,2004,1604.0,849.48,25.42,High,Warm,Low,40773.68,90.24550841877527,6.7458008959803495
Chile,Maize,2009,1522.0,9830.72,13.04,High,Cool,Medium,19846.879999999997,10.675242989019216,9.193369172402598
France,Potatoes,2008,867.0,78577.0,11.28,Low,Cool,Very High,9779.76,2.9324492860597116,11.271847041019651
Pakistan,"Rice, paddy",2004,494.0,8903.48,27.5,Very Low,Warm,Medium,13585.0,3.3594325552980075,9.094309799858173
Thailand,Sorghum,1992,1622.0,18849.0,27.55,High,Warm,High,44686.1,0.7660477453580902,9.844268192876157
Central African Republic,Sorghum,2004,1342.0,22.87,25.67,Moderate,Warm,Low,34449.14,347.2140762463343,3.1726224403507386
Kenya,"Rice, paddy",2006,630.0,1578.0,16.92,Low,Cool,Low,10659.6,17.772007599746676,7.364547014255642
South Africa,"Rice, paddy",1991,495.0,16582.0,18.86,Very Low,Cool,High,9335.699999999999,1.2842670204426219,9.716133353214099
Chile,Sweet potatoes,2009,1522.0,9830.72,13.04,High,Cool,Medium,19846.879999999997,8.828465416020798,9.193369172402598
Ecuador,Wheat,2008,2274.0,15396.14,21.89,Very High,Warm,High,49777.86,0.4848952467795967,9.641937056868972
Namibia,Sorghum,1999,285.0,56.0,20.62,Very Low,Warm,Low,5876.700000000001,36.3859649122807,4.04305126783455
Turkey,Soybeans,1997,593.0,34431.0,10.13,Low,Cool,High,6007.09,0.6114370353159851,10.446741643521456
Uganda,Soybeans,2008,1180.0,88.0,23.68,Moderate,Warm,Low,27942.4,79.74157303370787,4.48863636973214
Dominican Republic,"Rice, paddy",2002,1410.0,4018.07,27.05,Moderate,Warm,Medium,38140.5,12.090608026234925,8.298805811565499
Uganda,Wheat,2000,1180.0,88.0,23.75,Moderate,Warm,Low,28025.0,192.61797752808988,4.48863636973214
India,Sweet potatoes,2009,1083.0,28707.01,26.31,Moderate,Warm,High,28493.73,3.137800216733936,10.264931456884861
France,Sorghum,2004,867.0,76099.0,11.34,Low,Cool,Very High,9831.78,0.7028120893561104,11.239803543849778
Egypt,Potatoes,2004,51.0,5363.0,21.06,Very Low,Warm,Medium,1074.06,42.95786726323639,8.587465244401569
Nepal,Potatoes,2012,1500.0,410.32,15.2,Moderate,Cool,Low,22800.0,330.2465233881163,6.01937150036099
Germany,Potatoes,1990,700.0,31289.0,10.08,Low,Cool,High,7056.0,7.36420581655481,10.351053836662928
Zimbabwe,Potatoes,2002,657.0,3023.72,21.08,Low,Warm,Medium,13849.56,52.59693459229285,8.014573804197346
India,Wheat,2006,1083.0,37423.0,24.98,Moderate,Warm,High,27053.34,0.6997648567764002,10.53006748882396
India,Potatoes,2000,1083.0,44957.52,25.93,Moderate,Warm,High,28082.19,4.147000390582252,10.713495565876292
Austria,Maize,2004,1110.0,3301.7,8.76,Moderate,Cold,Medium,9723.6,29.23184061525419,8.102495594744466
Rwanda,"Rice, paddy",2000,1212.0,147.0,19.59,Moderate,Cool,Low,23743.079999999998,184.5810810810811,4.997212273764115
India,"Rice, paddy",2007,1083.0,27422.77,25.46,Moderate,Warm,High,27573.18,1.2005643279534506,10.219165434547868
Argentina,"Rice, paddy",2001,591.0,63700.17,18.42,Low,Cool,Very High,10886.220000000001,0.9025736889918977,11.061958208738515
Brazil,Potatoes,2012,1761.0,111654.5,18.8,High,Cool,Very High,33106.8,2.0637227901894666,11.62317351713876
Canada,Wheat,2008,537.0,53707.3,8.61,Low,Cold,Very High,4623.57,0.5320406715535587,10.891322830937034
Burkina Faso,Potatoes,1996,748.0,39.16,28.74,Low,Warm,Low,21497.52,712.2758964143427,3.6928714753834737
India,Cassava,1993,1083.0,66388.0,26.32,Moderate,Warm,Very High,28504.56,3.470846073897784,11.103286659090351
Mexico,Wheat,1994,758.0,34468.93,16.45,Low,Cool,High,12469.1,1.2484504610250151,10.44784262875747
Burkina Faso,"Rice, paddy",1992,748.0,29.1,28.06,Low,Warm,Low,20988.879999999997,625.6146179401993,3.40452517175483
United Kingdom,Potatoes,2006,1220.0,22588.09,10.58,Moderate,Cool,High,12907.6,10.200765059592927,10.025222325339454
Mexico,"Rice, paddy",1999,758.0,34468.93,20.86,Low,Warm,High,15811.88,1.3856134897866053,10.44784262875747
Hungary,Sorghum,2011,589.0,8473.26,10.92,Low,Cool,Medium,6431.88,2.590432674947429,9.0447886128022
Turkey,"Rice, paddy",2005,593.0,40332.0,17.78,Low,Cool,High,10543.54,1.752014479458508,10.604925271413808
Senegal,Potatoes,2010,686.0,695.86,26.1,Low,Warm,Low,17904.600000000002,287.0016933099905,6.546584529753147
Morocco,Maize,1992,346.0,10178.29,17.56,Very Low,Cool,Medium,6075.759999999999,0.4669284399992533,9.228110543074997
Japan,Soybeans,1994,1668.0,79821.18,16.07,High,Cool,Very High,26804.760000000002,0.20323925004303317,11.287556689680539
Brazil,Maize,1995,1761.0,92967.22,25.65,High,Warm,Very High,45169.649999999994,0.2797192416935594,11.440012993305555
Madagascar,Sweet potatoes,2001,1513.0,87.59,20.12,High,Warm,Low,30441.56,649.6782932610904,4.484018984423941
Mexico,"Rice, paddy",2013,758.0,59920.18,17.34,Low,Cool,Very High,13143.72,0.9053893798486612,11.000785310921097
Suriname,Soybeans,2008,2331.0,2108.66,27.22,Very High,Warm,Medium,63449.82,4.0627399675777145,7.654282076045321
Chile,Maize,1996,1522.0,15373.0,6.26,High,Cold,Medium,9527.72,6.14368414205802,9.640433049909078
Pakistan,Wheat,2011,494.0,1979.27,27.41,Very Low,Warm,Medium,13540.54,14.305120008887677,7.590988478028269
Kenya,Cassava,2010,630.0,1578.0,16.82,Low,Cool,Low,10596.6,33.262191260291324,7.364547014255642
Pakistan,Soybeans,1990,494.0,5299.0,26.39,Very Low,Warm,Medium,13036.66,1.0715094339622642,8.575462099540212
Morocco,Sweet potatoes,2013,346.0,13697.0,18.79,Very Low,Cool,Medium,6501.34,16.82187180610308,9.52500511575785
Honduras,Plantains and others,2005,1976.0,3666.21,24.77,High,Warm,Medium,48945.52,23.025678922123358,8.207186433952739
India,Potatoes,1995,1083.0,61257.0,27.2,Moderate,Warm,Very High,29457.6,2.6563061151196576,11.022849732122834
Ukraine,Sorghum,2005,565.0,23021.7,8.39,Low,Cold,High,4740.35,1.1647634725727216,10.04423596471166
Mauritania,Yams,2006,92.0,1.7,27.82,Very Low,Warm,Low,2559.44,23045.185185185182,0.9932517730102833
Qatar,Wheat,2000,74.0,68.0,28.06,Very Low,Warm,Low,2076.44,334.1449275362319,4.23410650459726
Cameroon,Sweet potatoes,2001,1604.0,687.0,25.01,High,Warm,Low,40116.04,94.26744186046511,6.5337888379333435
South Africa,Wheat,2013,495.0,26857.0,14.98,Very Low,Cool,High,7415.1,1.377354978032616,10.198319007141121
Pakistan,Maize,1998,494.0,18406.0,27.36,Very Low,Warm,High,13515.84,0.969902754386918,9.820486306032722
Tajikistan,Potatoes,1998,691.0,676.63,8.34,Low,Cold,Low,5762.94,154.84261322550654,6.518601416265694
Algeria,Maize,2000,89.0,603.67,17.9,Very Low,Cool,Low,1593.1,59.844212545686084,6.40468285467094
Madagascar,Wheat,1994,1513.0,76.15,19.96,High,Cool,Low,30199.48,259.23525599481525,4.34575157880917
Mexico,Soybeans,2012,758.0,64512.22,25.5,Low,Warm,Very High,19329.0,0.2695416536331623,11.074625443022489
Germany,Maize,2011,700.0,43754.35,10.56,Low,Cool,High,7392.0,2.428114504854835,10.686369170023758
South Africa,Sorghum,1991,495.0,16582.0,15.56,Very Low,Cool,High,7702.2,1.0970873786407767,9.716133353214099
Japan,Sweet potatoes,2006,1668.0,65248.26,15.92,High,Cool,Very High,26554.56,3.53147300061334,11.085969984124462
Spain,Sorghum,2000,636.0,34597.0,17.15,Low,Cool,High,10907.4,1.3594138389502284,10.451551155906923
Burkina Faso,Cassava,1997,748.0,75.29,28.52,Low,Warm,Low,21332.96,269.4586446454319,4.334541868102138
Ecuador,Soybeans,2011,2274.0,17529.44,21.78,Very High,Warm,High,49527.72,0.9269590495161559,9.77169407742915
Angola,Wheat,1993,1010.0,169.0,24.15,Moderate,Warm,Low,24391.5,52.21176470588235,5.135798437050262
Kazakhstan,Maize,2008,250.0,7044.9,7.25,Very Low,Cold,Medium,1812.5,6.250727373366072,8.860201166350853
Uruguay,Wheat,1990,1300.0,1762.01,16.91,Moderate,Cool,Medium,21983.0,10.49908962512975,7.474777854531529
India,Sorghum,1995,1083.0,61257.0,26.01,Moderate,Warm,Very High,28168.83,0.1344314212021287,11.022849732122834
Ecuador,Soybeans,1998,2274.0,21500.0,18.12,Very High,Cool,High,41204.880000000005,0.5902516162038975,9.975854724662028
Turkey,Sorghum,2008,593.0,37640.2,18.47,Low,Cool,High,10952.71,0.8185445734992509,10.535854474168811
India,Potatoes,1991,1083.0,72133.0,25.32,Moderate,Warm,Very High,27421.56,2.253306346521751,11.186280779387824
Indonesia,Sweet potatoes,2000,2702.0,1597.0,27.44,Very High,Warm,Low,74142.88,58.95556946182728,7.37650812632622
Brazil,Sorghum,1998,1761.0,111654.5,27.54,High,Warm,Very High,48497.939999999995,0.15913233114356212,11.62317351713876
Argentina,Wheat,2006,591.0,65872.12,18.35,Low,Cool,Very High,10844.85,0.3841020434435169,11.09548574653699
Spain,Sorghum,2002,636.0,40727.0,12.52,Low,Cool,High,7962.719999999999,0.9322824592417992,10.614671095582173
Morocco,Wheat,1991,346.0,9771.14,17.25,Very Low,Cool,Medium,5968.5,1.9135010345737986,9.18729075892257
Brazil,"Rice, paddy",1993,1761.0,75658.33,21.94,High,Warm,Very High,38636.340000000004,0.3028311247271156,11.233996042742048
Tajikistan,Maize,1998,691.0,676.63,8.34,Low,Cold,Low,5762.94,44.0004132048463,6.518601416265694
Switzerland,Potatoes,1995,1537.0,1826.3,7.65,High,Cold,Medium,11758.050000000001,126.1018989766322,7.510594746510549
India,Cassava,1994,1083.0,61357.0,26.03,Moderate,Warm,Very High,28190.49,3.7554353140584764,11.024480840985804
Kazakhstan,Sorghum,2001,250.0,3007.26,3.85,Very Low,Cold,Medium,962.5,10.609122881665813,8.009117117504553
India,Wheat,1990,1083.0,75000.0,25.79,Moderate,Warm,Very High,27930.57,0.28280956253916617,11.225256725762893
Jamaica,Sweet potatoes,1991,2051.0,1415.65,27.24,Very High,Warm,Low,55869.24,76.69007870680831,7.256050208475266
India,Soybeans,2005,1083.0,35342.0,27.49,Moderate,Warm,High,29771.67,0.30370936253289194,10.472855631914229
Tajikistan,Wheat,1992,691.0,2280.0,7.9,Low,Cold,Medium,5458.900000000001,3.9776413853572996,7.732369222284388
Pakistan,Potatoes,2002,494.0,10881.83,27.2,Very Low,Warm,Medium,13436.8,15.114267152937241,9.294941596881234
Indonesia,Potatoes,2013,2702.0,1597.0,27.37,Very High,Warm,Low,73953.74,100.24030037546933,7.37650812632622
Honduras,Cassava,2001,1976.0,1141.0,24.4,High,Warm,Low,48214.399999999994,34.77758318739054,7.040536390215956
Pakistan,Potatoes,1994,494.0,6183.0,26.87,Very Low,Warm,Medium,13273.78,21.534767141009056,8.729720590267258
Mozambique,Cassava,1994,1032.0,102.26,21.35,Moderate,Warm,Low,22033.2,357.34069339531277,4.637250079451503
Zimbabwe,Cassava,1997,657.0,2762.0,20.63,Low,Warm,Medium,13553.91,14.848353239232718,7.924072324923417
Canada,Maize,2000,537.0,39667.0,8.67,Low,Cold,High,4655.79,1.5842492689321368,10.588300096306016
Germany,Maize,2009,700.0,39289.43,5.89,Low,Cold,High,4123.0,2.4815203091439826,10.578736256753244
Ecuador,Wheat,2010,2274.0,31637.12,17.79,Very High,Cool,High,40454.46,0.28168551102277883,10.362118001658596
India,Sorghum,2007,1083.0,27422.77,27.51,Moderate,Warm,High,29793.33,0.3078716018986449,10.219165434547868
Thailand,Potatoes,1999,1622.0,22761.0,27.34,High,Warm,High,44345.48,5.745365082154468,10.032847757841836
El Salvador,"Rice, paddy",2009,1784.0,3333.88,26.21,High,Warm,Medium,46758.64,20.695197428393225,8.11219197569336
Uganda,Soybeans,1992,1180.0,72.0,23.46,Moderate,Warm,Low,27682.8,136.986301369863,4.290459441148391
Australia,Maize,2013,534.0,45177.18,14.74,Low,Cool,High,7871.16,1.4263744134889895,10.7183695058994
Italy,Potatoes,1992,832.0,88227.6,7.76,Low,Cold,Very High,6456.32,2.56823751028578,11.387686452471534
Bulgaria,Maize,1991,608.0,3906.0,8.14,Low,Cold,Medium,4949.120000000001,12.682620936780138,8.27052509505507
Suriname,Cassava,1990,2331.0,217.0,26.87,Very High,Warm,Low,62633.97,576.3348623853211,5.384495062789089
Brazil,Yams,1990,1761.0,49695.0,25.29,High,Warm,Very High,44535.689999999995,1.8409731165486156,10.813679725948413
India,Soybeans,1995,1083.0,61257.0,27.2,Moderate,Warm,Very High,29457.6,0.16521923667112867,11.022849732122834
Zimbabwe,Potatoes,2011,657.0,3340.35,20.78,Low,Warm,Medium,13652.460000000001,50.080356742035406,8.114130195924085
Brazil,Potatoes,2007,1761.0,111654.5,27.32,High,Warm,Very High,48110.520000000004,2.0637227901894666,11.62317351713876
Dominican Republic,"Rice, paddy",2001,1410.0,7182.0,26.78,Moderate,Warm,Medium,37759.8,6.814701378254211,8.879472402074802
Mexico,"Rice, paddy",2001,758.0,31373.3,22.6,Low,Warm,High,17130.8,1.3570342605253345,10.353744365428224
Mali,Sorghum,1991,282.0,54.63,27.58,Very Low,Warm,Low,7777.5599999999995,195.90149200071903,4.018722624087202
Uganda,Potatoes,1991,1180.0,72.0,23.3,Moderate,Warm,Low,27494.0,984.7260273972603,4.290459441148391
Canada,Soybeans,1997,537.0,38258.2,8.09,Low,Cold,High,4344.33,0.6753146955503513,10.55213933320951
Tunisia,Sorghum,2002,207.0,706.18,19.74,Very Low,Cool,Low,4086.18,6.227551684153964,6.561285230380545
Rwanda,Yams,1991,1212.0,107.0,19.22,Moderate,Cool,Low,23294.64,284.89814814814815,4.68213122712422
Libya,Potatoes,1994,56.0,87.0,20.55,Very Low,Warm,Low,1150.8,1325.7613636363637,4.477336814478207
Iraq,Sorghum,1996,216.0,616.0,23.96,Very Low,Warm,Low,5175.360000000001,16.207455429497568,6.424869023905388
El Salvador,"Rice, paddy",1991,1784.0,4096.0,26.08,High,Warm,Medium,46526.719999999994,9.194288503783255,8.318010277546872
India,Sorghum,2009,1083.0,28707.01,26.55,Moderate,Warm,High,28753.65,0.3351329472157771,10.264931456884861
Indonesia,Soybeans,2011,2702.0,1597.0,27.19,Very High,Warm,Low,73467.38,8.561326658322903,7.37650812632622
India,Maize,2012,1083.0,52980.0,25.86,Moderate,Warm,Very High,28006.38,0.4823804760197052,10.877688637695117
Uruguay,Maize,2004,1300.0,9017.73,17.22,Moderate,Cool,Medium,22386.0,5.504100909995088,9.107058804917504
Poland,Soybeans,2011,600.0,21779.27,8.84,Low,Cold,High,5304.0,0.7306153688636551,9.988759793104329
Dominican Republic,Plantains and others,2006,1410.0,4116.45,27.01,Moderate,Warm,Medium,38084.100000000006,29.629503697676963,8.322989318687233
India,Wheat,1995,1083.0,61257.0,25.86,Moderate,Warm,Very High,28006.38,0.4177413562310229,11.022849732122834
Australia,Sorghum,1997,534.0,34091.0,17.51,Low,Cool,High,9350.34,0.7683620790801361,10.436818031642188
Mexico,"Rice, paddy",1991,758.0,34468.93,21.2,Low,Warm,High,16069.6,1.1881080118236387,10.44784262875747
Zambia,Cassava,1994,1020.0,1080.0,21.2,Moderate,Warm,Low,21624.0,56.827012025901944,6.985641817639208
Mexico,Potatoes,2012,758.0,64512.22,23.5,Low,Warm,Very High,17813.0,3.571764050841052,11.074625443022489
India,Maize,2001,1083.0,43720.04,27.2,Moderate,Warm,High,29457.6,0.45735417089803904,10.685584729747715
Spain,Sorghum,1992,636.0,31839.0,16.35,Low,Cool,High,10398.6,1.7652952261306534,10.368478639958319
Spain,Wheat,2000,636.0,34597.0,12.2,Low,Cool,High,7759.2,0.8959188392392624,10.451551155906923
Bulgaria,Potatoes,2009,608.0,1717.25,9.74,Low,Cold,Medium,5921.92,96.32358504292158,7.449061610001714
Indonesia,"Rice, paddy",2013,2702.0,1597.0,25.48,Very High,Warm,Low,68846.96,32.24030037546934,7.37650812632622
Mexico,Maize,1993,758.0,34468.93,19.56,Low,Cool,High,14826.48,0.7078923571936467,10.44784262875747
Zimbabwe,Sweet potatoes,2011,657.0,3340.35,20.78,Low,Warm,Medium,13652.460000000001,6.57009891211636,8.114130195924085
Peru,Plantains and others,2012,1738.0,18885.82,17.68,High,Cool,High,30727.84,7.273696683719122,9.84621960328563
Ecuador,Soybeans,2010,2274.0,31637.12,22.3,Very High,Warm,High,50710.200000000004,0.5145375262499795,10.362118001658596
Dominican Republic,Plantains and others,1998,1410.0,4375.0,27.16,Moderate,Warm,Medium,38295.6,18.249771480804387,8.383890344101816
Mauritius,Sweet potatoes,1998,2041.0,536.45,24.41,Very High,Warm,Low,49820.81,220.95078611963902,6.286835732419073
Guinea,Cassava,1997,1651.0,157.0,27.3,High,Warm,Low,45072.3,439.19620253164555,5.062595033026967
Egypt,Maize,1998,51.0,4715.0,22.36,Very Low,Warm,Medium,1140.36,15.32167090754877,8.458716261657262
Australia,Potatoes,1994,534.0,21057.0,17.36,Low,Cool,High,9270.24,10.942444676607465,9.955035814416705
Kenya,Maize,1994,630.0,3469.0,16.58,Low,Cool,Medium,10445.4,5.878962536023055,8.151909872940905
Brazil,Soybeans,1995,1761.0,92967.22,24.77,High,Warm,Very High,43619.97,0.23661849178138508,11.440012993305555
India,Maize,2002,1083.0,42482.56,27.67,Moderate,Warm,High,29966.61,0.3956118555036348,10.656872456547575
Greece,"Rice, paddy",2006,652.0,7505.3,17.78,Low,Cool,Medium,11592.560000000001,10.276301240291488,8.923497946921845
Lebanon,Wheat,2013,661.0,1816.0,20.08,Low,Warm,Medium,13272.88,17.678591084204733,7.504942068396171
Japan,Sweet potatoes,1991,1668.0,79821.18,15.49,High,Cool,Very High,25837.32,2.576113556407505,11.287556689680539
Malaysia,Cassava,1997,2875.0,39406.48,27.29,Very High,Warm,High,78458.75,3.1296850242644285,10.581710924982964
Mexico,Sorghum,1991,758.0,34468.93,24.46,Low,Warm,High,18540.68,0.9049916840562194,10.44784262875747
Netherlands,Wheat,2000,778.0,11382.84,10.75,Low,Cool,Medium,8363.5,7.343040661147732,9.339950084857145
Malawi,Potatoes,1997,1181.0,173.19,20.62,Moderate,Warm,Low,24352.22,549.7732361214765,5.160146657489371
Honduras,"Rice, paddy",1997,1976.0,6980.0,25.03,High,Warm,Medium,49459.28,4.444635439048847,8.850947451970402
Brazil,Yams,1997,1761.0,110276.11,25.96,High,Warm,Very High,45715.560000000005,0.8322035280032275,11.610751658773312
Kenya,Plantains and others,1996,630.0,6344.0,16.44,Low,Cool,Medium,10357.2,19.397478329393223,8.755422380148488
Canada,Maize,1990,537.0,29568.0,6.07,Low,Cold,High,3259.59,2.320064932868883,10.294481794215836
Turkey,Soybeans,1990,593.0,29918.0,11.91,Low,Cool,High,7062.63,0.7317089474915606,10.306249009069978
Spain,"Rice, paddy",2012,636.0,48668.0,17.65,Low,Cool,Very High,11225.4,1.6383940496003617,10.792797556078508
Brazil,Wheat,2000,1761.0,111654.5,18.65,High,Cool,Very High,32842.649999999994,0.13573894702903125,11.62317351713876
Ecuador,Sorghum,2002,2274.0,1302.49,22.23,Very High,Warm,Low,50551.020000000004,15.343424191976924,7.172800561690888
Brazil,Yams,2006,1761.0,111654.5,20.6,High,Warm,Very High,36276.600000000006,0.826721478117961,11.62317351713876
Spain,Wheat,1995,636.0,27852.0,17.33,Low,Cool,High,11021.88,0.5299608659749399,10.234695959482242
Dominican Republic,Yams,2008,1410.0,5409.43,26.56,Moderate,Warm,Medium,37449.6,12.832251780357568,8.596083851121891
India,"Rice, paddy",2007,1083.0,27422.77,26.39,Moderate,Warm,High,28580.37,1.2005643279534506,10.219165434547868
Saudi Arabia,Sorghum,1994,59.0,994.0,26.08,Very Low,Warm,Low,1538.7199999999998,11.534673366834172,6.902742737158593
Australia,Maize,2002,534.0,26651.0,18.93,Low,Cool,High,10108.619999999999,2.060971034068738,10.190619473682428
Brazil,Potatoes,2000,1761.0,111654.5,18.01,High,Cool,Very High,31715.610000000004,1.5387777583728521,11.62317351713876
Mauritius,Cassava,1992,2041.0,687.86,23.81,Very High,Warm,Low,48596.21,203.23432918154631,6.535038057333775
Papua New Guinea,Sorghum,2012,3142.0,105.0,25.14,Very High,Warm,Low,78989.88,361.6792452830189,4.663439094112067
Switzerland,Potatoes,2009,1537.0,2170.4,8.15,High,Cold,Medium,12526.550000000001,106.11863313990973,7.683127399797752
Hungary,Soybeans,1999,589.0,4598.0,10.64,Low,Cool,Medium,6266.96,5.1969993476842795,8.433594167539924
Chile,Maize,1993,1522.0,15373.0,6.16,High,Cold,Medium,9375.52,5.5216599453623,9.640433049909078
India,Soybeans,1994,1083.0,61357.0,27.07,Moderate,Warm,Very High,29316.81,0.14840770559666222,11.024480840985804
Lesotho,Maize,2005,788.0,0.53,14.89,Low,Cool,Low,11733.32,4582.35294117647,0.4252677354043441
Burundi,Cassava,1995,1274.0,144.2,21.55,Moderate,Warm,Low,27454.7,598.2782369146006,4.978112102390695
Nepal,Maize,2004,1500.0,153.0,15.36,Moderate,Cool,Low,23040.0,123.75974025974025,5.0369526024136295
Ukraine,Soybeans,2013,565.0,86781.8,10.33,Low,Cool,Very High,5836.45,0.23662522988426277,11.371163724330785
Spain,Potatoes,2006,636.0,39767.0,17.81,Low,Cool,High,11327.16,5.794256688795011,10.590817847774508
Australia,Sweet potatoes,2001,534.0,32710.0,16.63,Low,Cool,High,8880.42,7.04429702546544,10.39546669175574
Japan,Potatoes,1998,1668.0,79821.18,16.72,High,Cool,Very High,27888.96,2.886741504679527,11.287556689680539
South Africa,"Rice, paddy",2000,495.0,26857.0,20.74,Very Low,Warm,High,10266.3,0.8549407997617098,10.198319007141121
United Kingdom,Potatoes,1997,1220.0,35490.0,10.64,Moderate,Cool,High,12980.800000000001,6.492519230227382,10.477034422194833
Indonesia,Sweet potatoes,1999,2702.0,1597.0,27.17,Very High,Warm,Low,73413.34000000001,60.51188986232791,7.37650812632622
Hungary,Soybeans,2008,589.0,12084.0,11.55,Low,Cool,Medium,6802.950000000001,2.1668183698800165,9.399720293137584
Canada,Potatoes,2011,537.0,62107.2,9.32,Low,Cold,Very High,5004.84,1.9381659748632227,11.036633304292952
Qatar,Potatoes,2005,74.0,68.0,28.09,Very Low,Warm,Low,2078.66,1379.2608695652175,4.23410650459726
Honduras,Plantains and others,1991,1976.0,6289.7,24.61,High,Warm,Medium,48629.36,24.387746991590763,8.74682763126081
Austria,Maize,1996,1110.0,3565.0,7.4,Moderate,Cold,Medium,8214.0,24.172742568704432,8.179199798423086
India,Maize,2006,1083.0,37423.0,26.99,Moderate,Warm,High,29230.17,0.5110356990166738,10.53006748882396
Honduras,Wheat,1998,1976.0,3495.0,25.37,High,Warm,Medium,50131.12,1.4302059496567505,8.159374736775426
Portugal,Sweet potatoes,2006,854.0,15702.0,16.84,Low,Cool,High,14381.36,4.975163981404827,9.661607055884954
Poland,Maize,1995,600.0,7136.0,8.16,Low,Cold,Medium,4896.0,6.947737144458456,8.873047798971067
Croatia,Potatoes,2008,1113.0,2388.0,11.09,Moderate,Cool,Medium,12343.17,71.31393888656342,7.77863014732581
Ghana,Plantains and others,1997,1187.0,502.0,26.58,Moderate,Warm,Low,31550.46,160.81510934393637,6.220590170099739
Japan,Soybeans,2010,1668.0,55576.0,15.87,High,Cool,Very High,26471.16,0.2907317775338719,10.925524725589275
Mexico,Sorghum,2012,758.0,64512.22,16.43,Low,Cool,Very High,12453.94,0.5935992653908765,11.074625443022489
Ukraine,Sorghum,2001,565.0,22415.17,8.42,Low,Cold,High,4757.3,0.44396522688755485,10.017537852416696
Brazil,Sorghum,2006,1761.0,111654.5,25.41,High,Warm,Very High,44747.01,0.19903184348285574,11.62317351713876
Ecuador,Cassava,1996,2274.0,2407.0,21.69,Very High,Warm,Medium,49323.060000000005,15.716362126245848,7.786551806428712
Kazakhstan,Soybeans,2011,250.0,10656.6,6.54,Very Low,Cold,Medium,1635.0,1.7828591803032576,9.274028531658915
India,Wheat,1999,1083.0,46195.0,26.42,Moderate,Warm,Very High,28612.86,0.5606762490258896,10.740648493234978
Japan,Sweet potatoes,2013,1668.0,52794.3,16.02,High,Cool,Very High,26721.36,4.364517296047186,10.874177450580754
Australia,"Rice, paddy",2001,534.0,32710.0,18.39,Low,Cool,High,9820.26,2.8452508330531012,10.39546669175574
Niger,Sorghum,1995,151.0,62.0,29.56,Very Low,Warm,Low,4463.5599999999995,34.285714285714285,4.143134726391533
Pakistan,Sweet potatoes,2008,494.0,4946.79,26.74,Very Low,Warm,Medium,13209.56,22.530665206081906,8.506696291221257
Bangladesh,Potatoes,1999,2666.0,2532.0,26.31,Very High,Warm,Medium,70142.45999999999,44.53612317410185,7.837159650001675
Spain,Potatoes,2001,636.0,35700.0,17.84,Low,Cool,High,11346.24,6.454329010391866,10.482933978579906
India,Cassava,1996,1083.0,56114.0,27.01,Moderate,Warm,Very High,29251.83,4.106317383943687,10.935158435450356
India,Sorghum,2006,1083.0,37423.0,26.13,Moderate,Warm,High,28298.789999999997,0.23522338606241983,10.53006748882396
India,Maize,2007,1083.0,27422.77,25.98,Moderate,Warm,High,28136.34,0.8515240610608972,10.219165434547868
Hungary,Potatoes,2004,589.0,9940.5,10.37,Low,Cool,Medium,6107.929999999999,23.178192425690288,9.204473193698135
Rwanda,"Rice, paddy",1999,1212.0,152.0,19.35,Moderate,Cool,Low,23452.2,118.50980392156863,5.030437921392435
Libya,Maize,2000,56.0,3277.13,19.59,Very Low,Cool,Medium,1097.04,8.816001805907636,8.095028416845654
Indonesia,Maize,1994,2702.0,1597.0,27.12,Very High,Warm,Low,73278.24,13.82415519399249,7.37650812632622
Ecuador,Plantains and others,1990,2274.0,2537.0,21.82,Very High,Warm,Medium,49618.68,46.63435776201734,7.839131648274333
Hungary,Maize,2006,589.0,11523.0,10.67,Low,Cool,Medium,6284.63,5.915046858729608,9.35218709620442
Brazil,Cassava,2006,1761.0,111654.5,21.82,High,Warm,Very High,38425.020000000004,1.2580034122815267,11.62317351713876
Ecuador,Soybeans,1999,2274.0,14216.0,21.43,Very High,Warm,Medium,48731.82,1.275233874938454,9.562193710635698
Mauritania,Yams,1998,92.0,39.09,28.52,Very Low,Warm,Low,2623.84,1565.02868545772,3.6911269266544156
Colombia,Potatoes,1993,3240.0,14961.81,22.29,Very High,Warm,Medium,72219.59999999999,10.328608062255686,9.613323068114427
Indonesia,Cassava,1999,2702.0,1597.0,27.32,Very High,Warm,Low,73818.64,76.19712140175218,7.37650812632622
Indonesia,Potatoes,2013,2702.0,1597.0,27.3,Very High,Warm,Low,73764.6,100.24030037546933,7.37650812632622
Cameroon,"Rice, paddy",2000,1604.0,545.0,24.88,High,Warm,Low,39907.52,55.133699633699635,6.302618975744905
Libya,Wheat,2006,56.0,4847.0,20.64,Very Low,Warm,Medium,1155.8400000000001,1.6252062706270627,8.48632152774915
India,"Rice, paddy",2012,1083.0,52980.0,26.94,Moderate,Warm,Very High,29176.02,0.6966459674222835,10.877688637695117
India,Potatoes,2009,1083.0,28707.01,26.68,Moderate,Warm,High,28894.44,6.5522827949412035,10.264931456884861
